,код класса,наименование класса,НоменклатураНаименование,НоменклатураНаименованиеПолное,НоменклатураРодитель,НоменклатураВидНоменклатуры,id,Наименование,n_abb,abb,upper_case,special,eng_letters,nums,version,n_tokens,level_0,level_1,level_2,level_3,level_4
88,04.22.01.04.07,Валы транспортных средств,Вал карданный КАМАЗ 53205-2201011-10 L=709+120мм (ОАО Белкард) Вал карданный КАМАЗ 53205-2201011-10 L=709+120мм (ОАО Белкард),Вал карданный КАМАЗ 53205-2201011-10 L=709+120мм (ОАО Белкард),ЛВ КАМАЗ,Запчасти,106710,Вал карданный КАМАЗ 53205-2201011-10 L=709+120мм (ОАО Белкард),0,0,4,8,1,1,1,14,1,4,5,8,47
89,04.22.01.04.07,Валы транспортных средств,"Вал карданный КАМАЗ-43118 (КП-ZF) (4отв.,торц) L=1305+120мм 43118-2203011-30 (ОАО Белкард) Вал карданный КАМАЗ-43118 (КП-ZF) (4отв.,торц) L=1305+120мм 43118-2203011-30 (ОАО Белкард)","Вал карданный КАМАЗ-43118 (КП-ZF) (4отв.,торц) L=1305+120мм 43118-2203011-30 (ОАО Белкард)",ЛВ КАМАЗ,Запчасти,106712,"Вал карданный КАМАЗ-43118 (КП-ZF) (4отв.,торц) L=1305+120мм 43118-2203011-30 (ОАО Белкард)",0,0,8,20,1,1,1,18,1,4,5,8,47
90,04.22.01.04.07,Валы транспортных средств,"Вал карданный КАМАЗ-54105(4 отв,торц.)L=629+120мм(ОАО Белкард) 54105-2205011-10 Вал карданный КАМАЗ-54105(4 отв,торц.)L=629+120мм(ОАО Белкард) 54105-2205011-10","Вал карданный КАМАЗ-54105(4 отв,торц.)L=629+120мм(ОАО Белкард) 54105-2205011-10",ЛВ КАМАЗ,Запчасти,106713,"Вал карданный КАМАЗ-54105(4 отв,торц.)L=629+120мм(ОАО Белкард) 54105-2205011-10",0,0,4,14,1,1,1,12,1,4,5,8,47
91,04.22.01.04.07,Валы транспортных средств,Вал карданный КПП-РК (КАМАЗ) 43114-2202011-01 Вал карданный КПП-РК (КАМАЗ) 43114-2202011-01,Вал карданный КПП-РК (КАМАЗ) 43114-2202011-01,ЛВ КАМАЗ,Запчасти,106714,Вал карданный КПП-РК (КАМАЗ) 43114-2202011-01,0,0,6,10,0,1,1,10,1,4,5,8,47
92,04.22.01.04.07,Валы транспортных средств,Вал карданный основной 43118-2202011-31 Вал карданный основной 43118-2202011-31,Вал карданный основной 43118-2202011-31,ЛВ КАМАЗ,Запчасти,108419,Вал карданный основной 43118-2202011-31,0,0,0,4,0,1,1,8,1,4,5,8,47
93,05.19.03,Товары канцелярские,Блок самокл 76*51 100л BR зеленый Блок самокл 76*51 100л BR зеленый,Блок самокл 76*51 100л BR зеленый,25.9 Канцтовары (новый),Материал,93434,Блок самокл 76*51 100л BR зеленый,0,0,2,2,1,1,1,12,2,9,15,20,79
94,04.22.01.04.07,Валы транспортных средств,Вал карданный ПМ-РК L-1305 мм 43118-2203011-30 Вал карданный ПМ-РК L-1305 мм 43118-2203011-30,Вал карданный ПМ-РК L-1305 мм 43118-2203011-30,ЛВ КАМАЗ,Запчасти,108437,Вал карданный ПМ-РК L-1305 мм 43118-2203011-30,0,0,4,8,1,1,1,12,1,4,5,8,47
95,04.22.01.04.07,Валы транспортных средств,вал коленчатый 74013-1005008 вал коленчатый 74013-1005008,вал коленчатый 74013-1005008,запчасти КАМАЗ,Запчасти,108453,вал коленчатый 74013-1005008,0,0,0,2,0,1,1,6,1,4,5,8,47
96,04.22.01.04.07,Валы транспортных средств,Вал кулачковый L/H 8357F-3501110 (Л1/А3816) Вал кулачковый L/H 8357F-3501110 (Л1/А3816),Вал кулачковый L/H 8357F-3501110 (Л1/А3816),"Прицепы КАМАЗ, МАЗ",Запчасти,108457,Вал кулачковый L/H 8357F-3501110 (Л1/А3816),0,0,0,10,1,1,1,10,1,4,5,8,47
97,05.19.03,Товары канцелярские,Блок самоклеящ.BRAUBERG HEOH 76*51 мм 100л Блок самоклеящ.BRAUBERG HEOH 76*51 мм 100л,Блок самоклеящ.BRAUBERG HEOH 76*51 мм 100л,Канц. товары,Канц. товары,128811,Блок самоклеящ.BRAUBERG HEOH 76*51 мм 100л,0,0,4,2,1,1,1,12,2,9,15,20,79
98,05.19.03,Товары канцелярские,"Блок самоклеящ.BRAUBERG HEOH 76*76 мм 90л., розовый 122704 Блок самоклеящ.BRAUBERG HEOH 76*76 мм 90л., розовый 122704","Блок самоклеящ.BRAUBERG HEOH 76*76 мм 90л., розовый 122704",Канц. товары,Канц. товары,128814,"Блок самоклеящ.BRAUBERG HEOH 76*76 мм 90л., розовый 122704",0,0,4,2,1,1,1,16,2,9,15,20,79
99,05.19.03,Товары канцелярские,Блок-кубик Блок-кубик,Блок-кубик,Товары канцелярские,Прочие материалы (б/сч 10.06),25853,Блок-кубик,0,0,0,2,0,0,0,2,2,9,15,20,79
100,05.19.03,Товары канцелярские,Блок-кубик Блок-кубик,Блок-кубик,Товары канцелярские,Прочие материалы (б/сч 10.06),25857,Блок-кубик,0,0,0,2,0,0,0,2,2,9,15,20,79
101,05.19.03,Товары канцелярские,Блокнот Блокнот,Блокнот,Товары канцелярские,Прочие материалы (б/сч 10.06),25860,Блокнот,0,0,0,0,0,0,0,2,2,9,15,20,79
102,05.19.03,Товары канцелярские,Блокнот Блокнот,Блокнот,Товары канцелярские,Прочие материалы (б/сч 10.06),25863,Блокнот,0,0,0,0,0,0,0,2,2,9,15,20,79
103,05.19.03,Товары канцелярские,Блокнот Блокнот,Блокнот,Товары канцелярские,Прочие материалы (б/сч 10.06),25867,Блокнот,0,0,0,0,0,0,0,2,2,9,15,20,79
104,04.22.01.04.07,Валы транспортных средств,Вал кулачковый R/H 8357F-3501111 (Л1/А3815) Вал кулачковый R/H 8357F-3501111 (Л1/А3815),Вал кулачковый R/H 8357F-3501111 (Л1/А3815),"Прицепы КАМАЗ, МАЗ",Запчасти,108458,Вал кулачковый R/H 8357F-3501111 (Л1/А3815),0,0,0,10,1,1,1,10,1,4,5,8,47
105,04.22.01.04.07,Валы транспортных средств,Вал натяжной транспортера КДМ130Б Вал натяжной транспортера КДМ130Б,Вал натяжной транспортера КДМ130Б,запчасти КАМАЗ,Запчасти,108459,Вал натяжной транспортера КДМ130Б,0,0,2,0,0,1,1,8,1,4,5,8,47
106,05.19.03,Товары канцелярские,Блокнот А5 80л Блокнот А5 80л,Блокнот А5 80л,25.8 Канцтовары (без артикула),Материал,107383,Блокнот А5 80л,0,0,0,0,0,1,1,6,2,9,15,20,79
107,05.19.03,Товары канцелярские,Блокнот А7 Блокнот А7,Блокнот А7,25.8 Канцтовары (без артикула),Материал,107388,Блокнот А7,0,0,0,0,0,1,1,4,2,9,15,20,79
108,06.11.05,Ведра пожарные,Ведро пожарное Ведро пожарное,Ведро пожарное,Противопожарное оборудование и материалы,Инвентарь,6159,Ведро пожарное,0,0,0,0,0,0,0,4,3,13,30,55,114
109,06.11.05,Ведра пожарные,Ведро пожарное Ведро пожарное,Ведро пожарное,ВЕДРО,Материал,6160,Ведро пожарное,0,0,0,0,0,0,0,4,3,13,30,55,114
110,03.22.07.04,Велосипеды,велосипед Torrent велосипед Torrent,велосипед Torrent,ЛЛДК материалы,Материал,6161,велосипед Torrent,0,0,0,0,1,0,0,4,0,1,2,2,2
111,05.19.03,Товары канцелярские,Булавка Булавка,Булавка,Товары канцелярские,Прочие материалы (б/сч 10.06),36548,Булавка,0,0,0,0,0,0,0,2,2,9,15,20,79
112,05.19.03,Товары канцелярские,"Бумага ""Снегурочка"" Бумага ""Снегурочка""","Бумага ""Снегурочка""",Канцелярские товары,Прочие материалы,3280,"Бумага ""Снегурочка""",0,0,0,0,0,0,0,4,2,9,15,20,79
113,05.19.03,Товары канцелярские,"Бумага ""Снегурочка"" 500 л./пачка Бумага ""Снегурочка"" 500 л./пачка","Бумага ""Снегурочка"" 500 л./пачка",Канц. товары,Канц. товары,133598,"Бумага ""Снегурочка"" 500 л./пачка",0,0,0,2,0,1,0,8,2,9,15,20,79
114,05.19.03,Товары канцелярские,Бумага SVETO COPY А4 500л./пачка Бумага SVETO COPY А4 500л./пачка,Бумага SVETO COPY А4 500л./пачка,Канц. товары,Канц. товары,133600,Бумага SVETO COPY А4 500л./пачка,0,0,4,2,1,1,1,10,2,9,15,20,79
115,05.19.03,Товары канцелярские,"Бумага SVETO COPY А4, 80г/м 500л./пачка Бумага SVETO COPY А4, 80г/м 500л./пачка","Бумага SVETO COPY А4, 80г/м 500л./пачка",Канц. товары,Канц. товары,133601,"Бумага SVETO COPY А4, 80г/м 500л./пачка",2,1,4,4,1,1,1,12,2,9,15,20,79
116,03.11.01.01,Серверы,Видеосервер на 4 канала Видеосервер на 4 канала,Видеосервер на 4 канала,ВИДЕОНАБЛЮДЕНИЕ,Материал,8985,Видеосервер на 4 канала,0,0,0,0,0,1,0,8,0,0,0,0,0
117,05.19.03,Товары канцелярские,Бумага XEROX Бумага XEROX,Бумага XEROX,Канцтовары,Материал,101385,Бумага XEROX,0,0,2,0,1,0,0,4,2,9,15,20,79
118,05.19.03,Товары канцелярские,Бумага А-4 SVETO COPY Бумага А-4 SVETO COPY,Бумага А-4 SVETO COPY,Канцелярские товары,Прочие материалы,3282,Бумага А-4 SVETO COPY,0,0,4,2,1,1,1,8,2,9,15,20,79
119,05.19.03,Товары канцелярские,"бумага д/ксерокса ""Снегурочка"" бумага д/ксерокса ""Снегурочка""","бумага д/ксерокса ""Снегурочка""",Канц. товары,Канц. товары,133604,"бумага д/ксерокса ""Снегурочка""",2,1,0,2,0,0,0,6,2,9,15,20,79
120,06.04.02.03,Штангенциркули,Штангенциркуль  для разметки  250 мм Wurth Штангенциркуль  для разметки  250 мм Wurth,Штангенциркуль  для разметки  250 мм Wurth,Ручной,Прочие материалы,10065,Штангенциркуль  для разметки  250 мм Wurth,0,0,0,0,1,1,0,16,3,12,26,49,108
121,06.04.02.03,Штангенциркули,Штангенциркуль (I 250-630 мм) Штангенциркуль (I 250-630 мм),Штангенциркуль (I 250-630 мм),ШТАНГЕНЦИРКУЛЬ,Материал,10069,Штангенциркуль (I 250-630 мм),0,0,0,6,1,1,1,8,3,12,26,49,108
122,06.04.02.03,Штангенциркули,Штангенциркуль 250 электронный Штангенциркуль 250 электронный,Штангенциркуль 250 электронный,Ручной,Прочие материалы,10072,Штангенциркуль 250 электронный,0,0,0,0,0,1,0,6,3,12,26,49,108
123,06.04.02.03,Штангенциркули,Штангенциркуль универсальный  MarCal 16 EWV Штангенциркуль универсальный  MarCal 16 EWV,Штангенциркуль универсальный  MarCal 16 EWV,ШТАНГЕНЦИРКУЛЬ,Материал,10077,Штангенциркуль универсальный  MarCal 16 EWV,0,0,2,0,1,1,0,12,3,12,26,49,108
124,06.04.02.03,Штангенциркули,Штангенциркуль ШЦ-150 электр. Штангенциркуль ШЦ-150 электр.,Штангенциркуль ШЦ-150 электр.,Ручной,Прочие материалы,10080,Штангенциркуль ШЦ-150 электр.,0,0,2,2,0,1,1,6,3,12,26,49,108
125,06.04.02.03,Штангенциркули,Штангенциркуль ШЦЦ-II-300-0.05 Штангенциркуль ШЦЦ-II-300-0.05,Штангенциркуль ШЦЦ-II-300-0.05,Прочее,Инвентарь,10082,Штангенциркуль ШЦЦ-II-300-0.05,0,0,4,6,1,1,1,4,3,12,26,49,108
126,06.04.03.02,Нутромеры,Нутромер Нутромер,Нутромер,Инструмент и запчасти к нему,Инвентарь и хоз.принадлежности (б/сч 10.09),10203,Нутромер,0,0,0,0,0,0,0,2,3,12,27,51,110
